"","logFC.genotypeD2","logFC.genotypeD6","logCPM","LR","PValue","FDR"
"oases2_CL8967Contig1_1",3.65797519792096,-2.15762495007498,3.13243826352489,26.4238276479334,1.82868427708623e-06,0.000114053296757795
"oases2_CL5095Contig1_1",-0.142760621773434,-3.99065051697157,4.49529377673264,26.4125716412466,1.83900513397799e-06,0.00011438847711696
"oases2_CL1283Contig1_1",0.644711592197395,-3.26239130820062,8.08066915193424,26.411167480315,1.84029671690362e-06,0.00011438847711696
"oases2_k43_Locus_8011_Transcript_3_1",6.66464444227393,-0.205585314399268,2.32996150574409,26.3665968233182,1.88176872608873e-06,0.000116768366314471
"oases3_CL2592Contig2_1",0.215582931064107,-5.11385198987733,6.32046831874451,26.3519793902616,1.89557242248513e-06,0.000117426228800333
"oases2_k25_Locus_3802_Transcript_1_1",1.0836632929515,-4.32609424642287,4.42417982423371,26.3308934060418,1.91566314967045e-06,0.000118289067149335
"oases6_CL4040Contig1_1",1.56591106068959,6.93576164857514,1.20197426604069,26.3305919133431,1.91595195066412e-06,0.000118289067149335
"oases3_k43_Locus_3115_Transcript_10_1",-3.52957836268899,-2.07998026436648,7.20598873742251,26.3262407520354,1.92012479619681e-06,0.000118347456556178
"oases2_k49_Locus_9481_Transcript_1_1",-4.40129714324678,-2.84323873736187,3.60641977816257,26.3133020474883,1.93258702773086e-06,0.000118792499423425
"oases2_k25_Locus_16077_Transcript_1_1",-2.47644185944387,4.29501156677168,2.59695367423334,26.3120224885326,1.93382385285591e-06,0.000118792499423425
"oases3_k49_Locus_12127_Transcript_4_1",2.81915962708466,-2.3440318559114,2.81539172313573,26.3071543206786,1.93853667579018e-06,0.000118882868747915
"oases6_k25_Locus_31408_Transcript_1_1",7.06568261947342,2.66604186935919,1.75388779027629,26.2994421523069,1.94602626737676e-06,0.000119142940406524
"oases2_k25_Locus_16238_Transcript_1_1",5.24064319275874,-0.459423216744893,4.04490192672528,26.2956423313453,1.94972705754989e-06,0.000119170567302545
"oases6_k49_Locus_16092_Transcript_3_1",1.61331547262072,6.79333906702372,1.25787024579842,26.2909872122002,1.95427044888232e-06,0.000119249517756841
"oases6_CL18999Contig1_1",-1.05704326305944,3.02489216756786,4.11514996556749,26.2746126276031,1.97033631048675e-06,0.00011989922871788
"oases2_k25_Locus_8401_Transcript_3_1",4.86914691932565,-3.20024231256594,3.13864047587971,26.2734756007989,1.97145679156005e-06,0.00011989922871788
"oases2_k43_Locus_2797_Transcript_1_1",3.14304756733756,-0.32333350110326,3.71337649677172,26.2689618926705,1.97591110631103e-06,0.000119971172188319
"oases2_k31_Locus_707_Transcript_6_1",3.75681277984377,-0.451035205652006,3.76149241713709,26.2653306170151,1.97950190406743e-06,0.000119990534426223
"oases6_k49_Locus_560_Transcript_2_1",-2.32890876433314,4.6607953749846,1.32122555584075,26.2262875261824,2.01852449174396e-06,0.000122154040735522
"oases6_k25_Locus_7956_Transcript_5_1",-3.10678032211358,2.57050079290512,2.98895292473671,26.1576331372263,2.08901777073212e-06,0.000126211777110476
"oases3_k43_Locus_4161_Transcript_9_1",0.913178262533972,-3.00854013404347,4.94140676985697,26.1441718952704,2.10312558146811e-06,0.000126855138896678
"oases2_k49_Locus_11561_Transcript_4_1",4.16263745092619,1.34858426479906,3.13957897147206,26.1163865444707,2.13254752402821e-06,0.000128418580211308
"oases2_k37_Locus_483_Transcript_3_1",4.42518404122545,1.46025099559328,4.0695728148638,26.1005157946525,2.14953740954391e-06,0.000129229484295416
"oases3_k43_Locus_10963_Transcript_5_1",-4.47210845818962,-1.84605129694685,5.69293582102128,26.0724212271121,2.17994564806134e-06,0.000130553273129335
"oases2_CL2633Contig1_2",-0.757686394791561,-4.55663434046942,6.52797030849093,26.0704301213305,2.18211697991159e-06,0.000130553273129335
"oases6_k49_Locus_6703_Transcript_7_1",-4.11216463235422,3.13194629888387,1.6271651918964,26.070320647632,2.18223642538876e-06,0.000130553273129335
"oases2_CL6514Contig1_1",6.78375187893042,3.41807955345086,2.13075722783097,26.0536966227025,2.20045079592659e-06,0.000131428553809472
"oases3_k49_Locus_2352_Transcript_91_3",-0.724666299411553,-4.3823802765548,3.69341557372391,26.0395877309432,2.2160286388996e-06,0.000132143769551813
"oases2_k49_Locus_4412_Transcript_1_1",-0.717701830812631,3.34500960233234,3.61671239110318,26.0337625183112,2.22249246663287e-06,0.000132314068553291
"oases3_CL29Contig6_1",-6.69976212662156,-6.33410363260612,0.949240070385374,26.0297518181356,2.2269538138825e-06,0.000132364792895483
"oases6_k43_Locus_13860_Transcript_1_1",1.07724712825088,4.79960322403009,3.03917183717573,25.9952531678834,2.2657004804674e-06,0.000134449892751102
"oases6_k25_Locus_23109_Transcript_1_1",3.08767739334039,-1.36425301708442,4.40582007686556,25.977399227664,2.28601686790675e-06,0.000135305200690752
"oases3_k43_Locus_1378_Transcript_39_1",-3.8947545208413,-4.33586282367205,2.94794990433388,25.9761083514674,2.2874928265554e-06,0.000135305200690752
"oases6_CL11425Contig1_1",-2.84269529970863,0.981035785670247,3.96308738711669,25.9625376979711,2.30306699096118e-06,0.000136007046311625
"oases6_k31_Locus_5323_Transcript_1_1",-0.614216209693461,4.01560657656035,4.01241869027727,25.9438940434628,2.32463615944678e-06,0.000137060099478122
"oases2_k49_Locus_3617_Transcript_4_2",3.91028033110806,3.27573925165457,4.47351840932237,25.9037649769484,2.37174997675499e-06,0.000139613462114825
"oases3_k25_Locus_4624_Transcript_8_1",-2.38059480252419,-5.33332539476379,4.53223675893285,25.896194357799,2.38074479800213e-06,0.000139918355732583
"oases2_CL8982Contig1_1",-1.15609461488903,-5.4560813650415,3.22681483447428,25.8820556115058,2.39763480187463e-06,0.000140685537742638
"oases2_CL11185Contig1_1",0.0657515215359991,-3.93722867725118,4.79425120347898,25.8751904066167,2.40587907051002e-06,0.000140943775004495
"oases6_k31_Locus_7700_Transcript_1_1",-2.18864128983909,4.27795339066884,2.00632556915297,25.8689465937403,2.41340173628925e-06,0.000141158982256676
"oases6_k25_Locus_14082_Transcript_5_2",2.58987976874582,8.73860702208799,2.49322943883986,25.8022804201939,2.49520364687685e-06,0.000145711151818335
"oases3_k31_Locus_27547_Transcript_6_1",-5.28339088899248,0.177879297923021,3.25875510599364,25.794024139339,2.50552548827335e-06,0.00014608129766526
"oases2_k25_Locus_1043_Transcript_11_1",3.90795652975543,-0.123941346228115,2.71809085994895,25.7673868479385,2.53911890738515e-06,0.00014780493284212
"oases6_k25_Locus_330_Transcript_5_1",-2.54623082010944,2.18184070637197,2.506483846508,25.7253307048119,2.59307701065523e-06,0.000150706677039238
"oases6_CL1473Contig1_2",-0.0960579556337374,5.46312266273658,1.24631840213042,25.7172507923257,2.60357411796315e-06,0.000151077331689972
"oases6_k49_Locus_35590_Transcript_2_1",-1.05306908882669,6.21544320921446,1.24620139102942,25.6819199032057,2.6499760609708e-06,0.000153526970116875
"oases3_k31_Locus_12063_Transcript_5_1",-8.08935632385496,-3.0705070316308,2.21748670339216,25.6683405635721,2.66802974336293e-06,0.0001543291084832
"oases2_CL13227Contig1_1",2.57956170583816,-2.65458305519732,2.48760622868706,25.6242866089961,2.7274504001574e-06,0.000157517777204681
"oases3_k25_Locus_727_Transcript_58_1",0.764921267915306,-3.16590128673304,5.93338581990095,25.6141678811658,2.74128453073341e-06,0.000158067810684884
"oases6_k25_Locus_37634_Transcript_1_1",3.91430112395904,6.46707162521053,2.29499763017015,25.4747582233857,2.93918239657466e-06,0.000169212929402798
"oases2_k49_Locus_3207_Transcript_4_1",-0.917137116483189,-8.43691232674325,2.87052678273042,25.4491353702354,2.97707975731851e-06,0.000171126090815269
"oases2_CL10154Contig1_1",4.06211045255407,3.72799909041427,4.37237428145509,25.4305395391486,3.00488947934289e-06,0.000172454322184573
"oases6_k31_Locus_19235_Transcript_9_1",1.32420913458081,4.72541482719271,2.41309486805112,25.4154344247597,3.02766999629181e-06,0.00017349022152189
"oases3_CL7047Contig1_1",-3.10192826109963,-2.78937486781756,5.01693962480515,25.4060619271232,3.0418917084481e-06,0.000174033220942148
"oases3_CL6034Contig1_1",-5.68799370138502,-1.46569289387937,3.3912957508043,25.3972695004151,3.05529395137286e-06,0.000174527718191117
"oases6_CL2631Contig1_1",-0.0166897657219337,4.31819738674838,2.58309485978769,25.3889010323286,3.06810479943888e-06,0.0001749869476047
"oases3_k25_Locus_13806_Transcript_4_1",-5.01773079714985,-4.03564484717228,1.87947773114304,25.3796311391862,3.08235830786708e-06,0.00017552690407517
"oases2_k25_Locus_8464_Transcript_2_1",1.93353233902754,-0.982959714321985,6.84791004425818,25.362110304923,3.10947967619091e-06,0.000176796818860386
"oases3_k37_Locus_19009_Transcript_7_1",-1.98014514268699,-4.73645009899651,4.51822956544022,25.3383184662617,3.14669068634781e-06,0.000178635584427915
"oases6_k43_Locus_34592_Transcript_1_1",4.81549431939911,4.70391624716158,4.74540314475833,25.311056982797,3.18987607017048e-06,0.000180604464036658
"oases2_CL3709Contig1_1",5.7625640747034,1.67383843613119,3.53132102264315,25.3102131431743,3.19122222604517e-06,0.000180604464036658
"oases6_k37_Locus_5979_Transcript_9_1",-0.191577304721085,4.87068554897766,3.90408374813185,25.2849579290069,3.23177523127201e-06,0.000182617708869705
"oases3_k49_Locus_9354_Transcript_2_2",0.240787845508983,-5.33752919405256,3.00105549972198,25.2741827769929,3.24923365302623e-06,0.00018332176270374
"oases6_k25_Locus_6685_Transcript_5_2",-0.886549891576626,3.60135164614645,2.40620690169671,25.2522140629271,3.28512113517664e-06,0.000185061823948284
"oases6_k31_Locus_11957_Transcript_1_1",2.97358762212357,8.14893707445146,1.79504842825269,25.2463201941693,3.29481645030088e-06,0.000185323318530497
"oases3_k37_Locus_3661_Transcript_7_1",0.0551160981626824,-3.47893277561575,5.71117121798368,25.1982273234018,3.37500530529793e-06,0.000189542985545469
"oases6_k37_Locus_279_Transcript_2_1",-5.55570963729577,-0.269848898953966,3.6730711394574,25.1680439589475,3.426326097363e-06,0.000192130973958094
"oases2_k25_Locus_9757_Transcript_2_1",6.79361970389478,0.580063887845389,3.30867567925357,25.1631704615409,3.43468537362937e-06,0.000192305674362
"oases3_k37_Locus_5920_Transcript_10_1",-3.29764959326645,-3.36340776732753,3.51166489328824,25.1595015222706,3.44099198252617e-06,0.000192365089901193
"oases3_k43_Locus_5556_Transcript_10_1",-4.08324080268653,-5.77797377673609,1.7460525442071,25.1183500410741,3.51252635356925e-06,0.000196065264786066
"oases3_k31_Locus_21084_Transcript_1_1",-4.48153988372596,-4.73771208716437,3.42383683750081,25.1102612571562,3.52676115306012e-06,0.000196560656179595
"oases2_k37_Locus_1822_Transcript_5_1",2.78555720168909,3.50005192874103,5.45890068396997,25.1036691361905,3.53840474958697e-06,0.000196910345040369
"oases6_k49_Locus_60175_Transcript_2_2",-1.25369339000442,5.90677673606892,1.169983004197,25.0970861043938,3.55007065379717e-06,0.000197260213767733
"oases6_k25_Locus_7009_Transcript_3_1",-3.7488948591089,0.288461538754817,4.20992354411109,25.0900433407109,3.56259384466115e-06,0.000197656587088137
"oases6_CL125Contig1_2",0.162781100072149,3.82977588768771,3.11100890224875,25.0745582154859,3.59028451059211e-06,0.000198891999783904
"oases6_k49_Locus_24447_Transcript_1_1",-1.39910398753665,2.59546980100961,2.87545721233719,25.0295478695706,3.67200055234497e-06,0.000203112030552258
"oases6_k25_Locus_5144_Transcript_6_1",-0.139768565263259,4.81799219715023,2.1283823768065,24.9983632378346,3.72970424283556e-06,0.000205861537255055
"oases2_k43_Locus_132_Transcript_3_1",4.58136434677504,3.19999634193086,6.42947739746214,24.9966315844465,3.73293491873073e-06,0.000205861537255055
"oases3_CL7929Contig1_1",-4.98335992873558,-6.87640110279618,1.00669298243745,24.9898914042492,3.74553646799053e-06,0.000206246334670596
"oases3_k37_Locus_1301_Transcript_1_1",-6.47786977540537,-6.37288061018181,0.817635286014268,24.9743547291342,3.77474636889893e-06,0.00020754313881054
"oases6_k43_Locus_6706_Transcript_6_2",-5.46166846105687,1.63267952786506,1.64040299877321,24.9499976099842,3.82099841240315e-06,0.000209771668829432
"oases6_k25_Locus_1403_Transcript_5_1",3.82554605426174,7.45333501167396,1.66116662705027,24.923851209521,3.87127903796227e-06,0.000212214373930031
"oases2_k31_Locus_18343_Transcript_1_1",-1.66670219863499,-6.7768493791278,3.71508193244949,24.9127693657303,3.89278903030758e-06,0.00021307500314697
"oases6_k37_Locus_24406_Transcript_1_1",0.874607851741053,5.39923808036658,1.23750898760735,24.9070177365564,3.90400008251197e-06,0.000213370186327811
"oases2_k25_Locus_19095_Transcript_1_1",4.61911829570816,0.568966684191496,3.00623539530779,24.9004200310026,3.91690006990609e-06,0.000213756661106646
"oases3_CL19431Contig1_1",-5.64351807303497,-2.49469476815266,3.30278464380004,24.8838029045412,3.94957945317247e-06,0.000215219802802666
"oases6_k49_Locus_7859_Transcript_5_1",-5.06600434794759,-1.90181023095562,3.26483455757364,24.8526619605333,4.0115575312838e-06,0.00021807529685627
"oases6_k37_Locus_46216_Transcript_2_1",4.29701073229415,7.73027116552963,1.52083174775733,24.8515070679585,4.0138746592311e-06,0.00021807529685627
"oases6_k49_Locus_18286_Transcript_1_1",1.74940770687409,6.9882082898749,1.28227543717215,24.8421857289992,4.03262566452725e-06,0.000218769942300603
"oases6_k37_Locus_2229_Transcript_7_2",3.06210182476219,8.09376170933689,1.45782329532666,24.8195959910682,4.07843184341687e-06,0.000220928110773452
"oases3_k25_Locus_9134_Transcript_5_1",-2.31605195959515,-7.36948310106835,3.13079893641914,24.7977659568386,4.12319183041928e-06,0.000223023324479301
"oases3_CL20143Contig1_1",2.96077760753262,-1.45203835925732,3.58792934919407,24.7769149616822,4.16640301452104e-06,0.000225028715392533
"oases2_CL8984Contig1_1",-0.334472688315362,-3.62982397029841,4.51893056162877,24.7318584338342,4.26133009766739e-06,0.000229817292164347
"oases6_k25_Locus_2350_Transcript_5_1",1.35256286636043,4.78717722051021,3.43972228830212,24.7093224724347,4.30961822690026e-06,0.000232080219141135
"oases6_k49_Locus_7028_Transcript_2_1",-2.59876983112137,3.31250253198974,3.12719767535388,24.7034948260479,4.32219400534416e-06,0.000232416159469188
"oases6_CL11955Contig1_1",-3.23283285636031,4.96026614362963,1.65638223195327,24.6582335319006,4.42112324668581e-06,0.00023738777866136
"oases2_CL11190Contig1_1",4.27625422537817,-2.40190000349212,2.78472899738679,24.6074429714283,4.53483669161811e-06,0.000242783772751279
"oases3_k25_Locus_8248_Transcript_7_1",-4.72034911463249,-5.42169244490883,2.55506944175852,24.6074331300446,4.5348590062069e-06,0.000242783772751279
"oases6_k43_Locus_1203_Transcript_1_1",4.37901232190393,3.97836573899811,6.34482402037904,24.6019121139951,4.54739481552515e-06,0.000243100014678942
"oases6_k49_Locus_1551_Transcript_5_2",0.043770105741903,4.99064851065173,1.73499495752977,24.5781844592861,4.60166561567929e-06,0.000245643206875992
"oases6_k31_Locus_358_Transcript_10_1",3.62306934100505,3.02634884668955,5.30142695723719,24.5519772340337,4.66236085432128e-06,0.000248521452922273
"oases6_k31_Locus_24369_Transcript_7_1",4.79802428568395,4.46616517285134,3.90314156746067,24.516000260259,4.74698855151066e-06,0.000252665183090784
"oases6_k49_Locus_28090_Transcript_5_1",-3.45688509954447,0.299363126110541,4.39171100817368,24.4972866393595,4.79161367241638e-06,0.00025467079450511
"oases2_CL6797Contig1_1",8.96971343066324,3.0070696782238,2.6221609392103,24.4754860800461,4.84412929898644e-06,0.000257089368714515
"oases6_k37_Locus_2896_Transcript_6_1",1.40434086216926,6.66411533227091,1.09802494090857,24.4430614894746,4.92330381977038e-06,0.000260913758645143
"oases6_k49_Locus_4797_Transcript_42_1",2.24253886781008,7.1862417220676,1.48911442264609,24.4274148045521,4.96197156989868e-06,0.000262583525805042
"oases6_CL1554Contig1_1",1.13585457141058,4.44703303853837,3.35707892797866,24.4192280377178,4.98232444969057e-06,0.000263197011414135
"oases3_CL21037Contig1_1",-2.89239886526411,-5.28930240206132,2.30082429162178,24.4169838725717,4.9879181668482e-06,0.000263197011414135
"oases3_CL22527Contig1_1",-0.83232385068053,-3.24835067213342,6.45731266515043,24.4080376459197,5.01027966554279e-06,0.000263997106572486
"oases3_k37_Locus_828_Transcript_84_3",-3.28297001668044,-3.01912997135885,4.65903971263217,24.4040789590924,5.02020655071562e-06,0.000264140652560106
"oases6_k49_Locus_46160_Transcript_1_1",-1.4791485182244,5.65101459474252,1.33395967897302,24.3996310809718,5.03138360809502e-06,0.00026434947143219
"oases3_k25_Locus_6816_Transcript_15_3",-7.29226579190211,-3.59977459907982,1.70696707587396,24.3922500517439,5.04998630848407e-06,0.000264947278814072
"oases3_CL23124Contig1_1",-7.4768420643172,-4.29334820909067,2.24030000463913,24.3891681991114,5.05777396384413e-06,0.000264976777965794
"oases6_CL2699Contig1_1",-0.902190657431201,4.55126498337619,2.54713118063908,24.3856653789684,5.06663996183646e-06,0.000265062606733849
"oases2_CL127Contig2_1",3.71799093964277,-0.0944954545267458,4.03203951308278,24.3796635164327,5.08186743699635e-06,0.000265480519254939
"oases3_k49_Locus_11348_Transcript_2_1",-0.666418347938835,-4.62153994109558,5.23816827516586,24.3693134794988,5.10823436064403e-06,0.000266478348090894
"oases2_k25_Locus_970_Transcript_3_1",3.16346175518645,-1.86148903439273,2.39605990793387,24.3387448052876,5.18691005794682e-06,0.000270198228061198
"oases6_k31_Locus_18299_Transcript_3_1",5.95593644833572,7.74674978645325,1.89721798562388,24.3307707578153,5.20763167280026e-06,0.000270569134106445
"oases6_k25_Locus_16014_Transcript_1_1",0.499870014469285,3.09245400153961,5.75215623410438,24.3287275515416,5.21295452411072e-06,0.000270569134106445
"oases3_k37_Locus_8623_Transcript_5_1",-5.05675330865727,-7.13842890212355,1.18839503568397,24.3274966318954,5.2161638756921e-06,0.000270569134106445
"oases3_k49_Locus_7655_Transcript_4_2",-4.62649909496034,-4.5142261744923,1.83089355126855,24.3179199894646,5.24120043755478e-06,0.00027148381870967
"oases6_k37_Locus_15338_Transcript_3_1",-5.68363743344604,-0.46367248825215,2.63444614295461,24.3137330025921,5.25218434963117e-06,0.000271669050287763
"oases3_k37_Locus_71367_Transcript_1_1",3.61416883278936,-2.80214263176145,2.86133881275373,24.3062803550059,5.27179219904799e-06,0.000272299204669981
"oases6_k43_Locus_14022_Transcript_1_1",-0.380642433838442,3.70362059884408,2.46295634319142,24.3019164088579,5.28330766632909e-06,0.000272510185720516
"TRINITY_DN38197_c1_g3_i1",-1.28858469847897,5.09589463126918,2.73123315091234,24.2888497974284,5.3179381330307e-06,0.000273812562806205
"oases2_k31_Locus_117_Transcript_82_1",3.22048174904461,-1.8496497673572,3.76016378504844,24.2867628221255,5.3234902320733e-06,0.000273812562806205
"oases2_k43_Locus_11463_Transcript_1_1",1.26569933741437,-3.97683982433353,3.28130773903601,24.2798003614852,5.34205482273754e-06,0.000274382600160019
"oases2_CL133Contig2_1",1.12793144970421,-2.16002341119593,7.40116353983974,24.2704183721845,5.36717324245717e-06,0.00027528719485403
"oases2_k37_Locus_12880_Transcript_2_1",1.09775889418556,-3.5982874059852,3.02573535931466,24.2503590774979,5.42127495433083e-06,0.000277673765922031
"oases6_k25_Locus_9114_Transcript_8_2",1.91002935743874,5.79105217399769,2.4731735878539,24.2257769116143,5.48831947529232e-06,0.000280715676593299
"oases2_k31_Locus_3915_Transcript_1_1",7.61084153295432,1.82005912836665,0.993122623712489,24.1846941236691,5.60222307211391e-06,0.00028614251632818
"oases3_k37_Locus_7471_Transcript_9_2",-6.13346801341264,-4.23608542835598,0.64888877014905,24.1513194222696,5.69649370920712e-06,0.00029016833879292
"oases6_k49_Locus_23239_Transcript_3_1",-5.10447041848433,-1.6888365857284,3.49192871324788,24.1499334940644,5.70044254290036e-06,0.00029016833879292
"oases3_k43_Locus_17002_Transcript_7_2",-3.0976956957091,-7.07416676396338,1.14319616785385,24.1476969748277,5.70682068314659e-06,0.00029016833879292
"oases6_k25_Locus_1493_Transcript_11_1",-1.98649053270087,4.31253577455481,2.00167134881628,24.1445570653834,5.71578716987393e-06,0.00029016833879292
"oases3_k49_Locus_13689_Transcript_3_1",0.95128846388051,-4.38636987357661,3.21924318751153,24.1428723422096,5.72060395787857e-06,0.00029016833879292
"oases6_k49_Locus_4447_Transcript_91_2",0.933064213383285,7.16040931829532,1.02247232800435,24.1388288240207,5.7321813403516e-06,0.000290353986594909
"oases6_k31_Locus_12828_Transcript_5_1",-3.57160715018015,1.9779515050516,3.70038402108527,24.1348355631317,5.74363782150285e-06,0.000290533006659274
"oases3_k49_Locus_21003_Transcript_5_1",-5.63170164328844,-2.18506431371348,2.47465728289865,24.0884859334721,5.87829992220621e-06,0.000296935114389902
"oases2_k37_Locus_9030_Transcript_1_1",4.0029335171507,-0.356729134829026,3.45251051570489,24.0700606463786,5.9327048257513e-06,0.000299271092262417
"oases2_k43_Locus_5423_Transcript_1_1",6.22977175390424,-1.38374838481471,3.33621121447755,24.0610640030671,5.9594521542873e-06,0.000300207402272223
"oases3_k31_Locus_14721_Transcript_5_1",-3.41365674271035,0.996124152852368,4.07025205200283,24.0275637623388,6.06011439396438e-06,0.000304859499547127
"oases3_k37_Locus_14647_Transcript_5_1",-5.40588195153205,-2.81233769406211,2.04397123538865,24.0114853817931,6.10902916077074e-06,0.000306899214264309
"oases6_k31_Locus_1019_Transcript_28_4",-1.16905864214277,4.48500872801733,1.63385946758729,24.0078562466774,6.12012447044593e-06,0.000307036011907885
"oases2_CL665Contig1_1",3.58997886951274,0.811530356414445,3.77481630703573,24.0019845812468,6.13811853294213e-06,0.000307518061418834
"oases3_k37_Locus_8202_Transcript_6_1",-6.11489897356459,-2.91880628332745,2.20128123709496,23.9615492388829,6.26347998326852e-06,0.000313370534006012
"oases3_k37_Locus_16369_Transcript_4_1",-4.83568720547533,-0.961527478911173,4.70911790557774,23.9333059309403,6.35255816554739e-06,0.000317095704992468
"oases6_CL1166Contig1_1",-0.855338286196609,3.03400554887097,4.16400310431192,23.9324649808186,6.35522981947111e-06,0.000317095704992468
"oases2_k25_Locus_23469_Transcript_1_1",5.53882427855402,-1.22430632816151,1.86068412122755,23.9291423624733,6.3657965959755e-06,0.000317191383918763
"oases2_CL10769Contig1_1",4.64142037114302,-0.61693809592793,2.28971407922408,23.8498751706903,6.62316248482216e-06,0.000329567486846517
"oases6_k43_Locus_8497_Transcript_1_1",-1.56048907217978,2.91311224580311,3.01439850450816,23.8325534279618,6.68077396581804e-06,0.000331983771881362
"oases3_k43_Locus_6481_Transcript_3_2",1.21410637155998,-3.79277920566839,2.70061040043712,23.7973816834875,6.79930034345818e-06,0.000337416429628744
"oases6_k37_Locus_39261_Transcript_1_1",5.92374995117854,7.90838195944614,2.07824096008467,23.7907500164784,6.82188311100222e-06,0.000338079620715925
"oases3_k37_Locus_4038_Transcript_8_1",0.0241108649061073,-4.32296117788804,3.24610340145495,23.7647799331237,6.91104316826696e-06,0.000342036013643528
"oases2_k25_Locus_11868_Transcript_1_1",1.10696640827579,-4.44294417967866,3.45735941452529,23.7534547017977,6.95028876104536e-06,0.000343514743576572
"oases3_CL13909Contig1_1",-6.35944304336027,-6.36711113703536,1.15554691026882,23.7448259224118,6.98033979455949e-06,0.000344535667948695
"oases2_CL3539Contig1_1",3.17981396609305,-1.54123652519447,2.93091574771099,23.6966391458526,7.15056221467694e-06,0.000352463129165117
"oases6_k43_Locus_56100_Transcript_4_1",7.13294121158497,9.43732223564485,3.27503375214334,23.693948811331,7.16018738914774e-06,0.000352463828351967
"oases2_k31_Locus_4376_Transcript_5_1",3.23923923824711,2.89679693813146,6.18003356205115,23.6825591118556,7.20107990828214e-06,0.000354001613239183
"oases6_k31_Locus_15957_Transcript_1_1",-0.428856439263213,2.98043187181803,5.1032637875686,23.6499101712291,7.31959846784942e-06,0.00035934623107288
"oases3_k49_Locus_1452_Transcript_6_2",3.54190841124516,0.77171907989834,3.90252858958878,23.6291250100686,7.39606463692241e-06,0.000362539629184968
"oases3_k25_Locus_4420_Transcript_12_2",-3.42222960271758,-4.02996618678335,3.26950227716356,23.6268439298888,7.40450495749532e-06,0.000362539629184968
"oases6_k49_Locus_22092_Transcript_1_1",-2.02567170686607,5.50415487814203,1.74067194709852,23.6241992593767,7.41430267195828e-06,0.000362539629184968
"oases6_CL4369Contig1_1",-4.85488219296536,0.209349426769625,3.2563870539205,23.617832140593,7.43794415693221e-06,0.000363211352952297
"TRINITY_DN42428_c2_g1_i29",-0.692799045210984,-4.5338540711408,4.88482803540948,23.6112796910256,7.46235249568864e-06,0.000363918687598922
"oases2_k37_Locus_8485_Transcript_6_1",3.64640917260272,-2.23816350641989,5.56692989063625,23.6037592950596,7.49046524010943e-06,0.000364804557437627
"oases2_k31_Locus_648_Transcript_1_1",-0.248064605158265,-3.99661229956266,4.01969705239821,23.5483552509577,7.70086709673694e-06,0.000374554242756809
"oases3_k25_Locus_12077_Transcript_9_1",-3.59856303813756,-0.254349526931633,6.54251394820729,23.5321503119664,7.76351660258838e-06,0.000377101250816853
"oases6_k49_Locus_20566_Transcript_4_1",-3.07719900461477,3.41424874836154,2.22897166244095,23.5153341606516,7.82906803205616e-06,0.000379782290925391
"oases6_k37_Locus_67734_Transcript_1_1",-5.96344617232072,0.896055123558749,1.7538859060421,23.4872105266583,7.93993663409908e-06,0.000384651646211778
"oases3_CL1184Contig1_1",-4.36871063472872,-2.78414792753238,3.58143157540377,23.4781132132226,7.97613494464057e-06,0.00038589551032296
"oases6_k43_Locus_56726_Transcript_2_1",-1.18773095928146,5.69885977274747,1.07328582316683,23.4569573457516,8.06095378470258e-06,0.000389485320350985
"oases6_CL309Contig2_1",0.476695466302961,3.22817423614203,4.25253222479605,23.4493918845734,8.09150394624778e-06,0.000390447005553612
"oases3_k25_Locus_3329_Transcript_1_1",-2.48504352904685,-5.24761525513352,2.50849230807455,23.4461782496885,8.10451596709573e-06,0.000390560990882131
"oases2_k25_Locus_987_Transcript_13_1",5.94050338105785,2.26337992959083,2.32598944133733,23.4262307435875,8.18575285284018e-06,0.000393958155344105
"oases6_k43_Locus_10462_Transcript_1_1",-0.659398537588995,3.86739106052755,1.78603705841371,23.4175003778758,8.22156326348727e-06,0.000394801340284242
"oases3_k37_Locus_11611_Transcript_4_1",0.912191960778095,-3.80971686650905,3.96936694619165,23.4142791119849,8.23481585380719e-06,0.000394801340284242
"oases6_k37_Locus_2677_Transcript_14_1",-3.98186757435344,0.320312403043162,4.47606000527645,23.4122321951475,8.2432481597405e-06,0.000394801340284242
"oases6_k49_Locus_645_Transcript_4_2",-3.29948007754081,2.89267002842318,2.93310627094028,23.4114835085802,8.24633454197173e-06,0.000394801340284242
"oases6_k25_Locus_11551_Transcript_22_1",3.00548310331851,7.40571776429005,1.615395396568,23.4075632114162,8.2625144352477e-06,0.000395060224098877
"oases3_k31_Locus_18525_Transcript_1_1",-0.835251599762839,3.09613644677043,5.46276628154878,23.3779586161736,8.38572830746836e-06,0.000400429445598681
"oases3_CL6687Contig1_2",-0.723712075978167,-4.54889109364101,5.55297427433153,23.3618698721891,8.45345828271323e-06,0.000403138719898495
"oases6_k43_Locus_2038_Transcript_4_1",-4.03212050008652,-0.337552839256104,5.20711654897188,23.356991257069,8.47410403784681e-06,0.000403598464129813
"oases6_k31_Locus_13997_Transcript_1_2",-0.353715352856265,6.15296295607733,0.840342645660604,23.3393347496678,8.54924677973329e-06,0.000406649192157145
"oases3_k49_Locus_25732_Transcript_1_1",-3.45967838546216,-2.87195232988821,3.73213819158335,23.3261259622622,8.60589623306449e-06,0.000408813513672505
"oases6_CL11206Contig1_1",-0.0963121981021695,6.25863148476463,0.831742909617615,23.3112261946661,8.67024857106556e-06,0.000411337678973722
