"","logFC.genotypeD2","logFC.genotypeD6","logCPM","LR","PValue","FDR"
"oases2_k43_Locus_2139_Transcript_11_1",5.86918627553084,-1.18055454936859,7.49339963864353,124.622719780678,8.68001028426155e-28,3.18322017154724e-23
"oases6_k49_Locus_9085_Transcript_1_1",-0.00398925198124937,5.87227128721974,6.18698877656821,114.53068819866,1.34889160990563e-25,2.47339510050346e-21
"oases2_k25_Locus_1413_Transcript_10_1",6.3942588053135,0.094389709873349,5.12991999580479,101.177637649991,1.07042227577121e-22,1.30851987064525e-18
"oases3_k49_Locus_20720_Transcript_3_1",-6.87950645003996,-5.94300775000413,5.22318768929942,97.3722397687668,7.17607202392937e-22,6.57920223333904e-18
"oases6_k43_Locus_4607_Transcript_5_1",-0.411236316760556,6.05374909006166,5.51261316257558,95.6687755309419,1.68185808867206e-21,1.23357563371741e-17
"oases2_k43_Locus_251_Transcript_3_1",6.24152889818053,-0.413144252711772,5.91768383313513,91.5026605885453,1.3503604618779e-20,8.25362820307472e-17
"oases2_k25_Locus_555_Transcript_20_2",6.11185099021047,-0.0735308549252453,6.53909635481391,89.6582048123095,3.39600402520328e-20,1.50104912142031e-16
"oases6_CL12441Contig1_1",-0.543846006598365,5.92222524857096,5.08557745180081,89.6029924926937,3.49106069299803e-20,1.50104912142031e-16
"oases2_k49_Locus_21670_Transcript_2_1",7.76436706556471,-0.385873262633817,4.34148472491727,89.4955374022397,3.68375701272948e-20,1.50104912142031e-16
"oases2_CL10361Contig1_1",6.94664066481805,-1.0088875996235,4.42828548198233,87.6135444969735,9.43975108215679e-20,3.46183991435936e-16
"oases2_k49_Locus_7811_Transcript_9_1",5.91912172701491,0.179915173069594,5.14700208511972,86.4796437987367,1.66411735793714e-19,5.54801598796625e-16
"oases6_k31_Locus_8148_Transcript_1_1",-0.81968433396645,6.65931048319135,6.41553727754886,86.1801107940405,1.93297713205017e-19,5.90733919697298e-16
"oases6_k37_Locus_8630_Transcript_5_1",0.513000841305236,5.8721366086999,6.52578008176999,84.8559723881695,3.74765598096974e-19,1.05721375223156e-15
"oases3_CL13095Contig1_1",4.88706865350703,-1.76423651215713,5.35832302146932,81.79729235228,1.72959192252745e-18,4.53066604106066e-15
"oases3_k43_Locus_25864_Transcript_6_1",-7.20961465581509,-10.087142465067,3.97603225074173,80.0948334643116,4.05161246641356e-18,9.90565226538562e-15
"oases6_k25_Locus_855_Transcript_5_1",-0.932859060910092,4.71797330466236,5.13339801987688,79.9071273793273,4.45028431090891e-18,1.02003297833727e-14
"oases2_k37_Locus_9093_Transcript_1_1",-5.65965185066411,-5.48791575242841,6.97418770132313,79.2453229325439,6.19579110579193e-18,1.33657792483946e-14
"oases6_k25_Locus_18070_Transcript_5_1",-0.056197466894883,5.46255184132064,5.84470809672667,79.0549834813846,6.81441303605316e-18,1.38836094039543e-14
"oases2_CL946Contig1_1",6.2962094569569,-0.799356682847451,4.26219197119331,78.5729979554769,8.67142117595395e-18,1.67372120413557e-14
"oases6_k49_Locus_2038_Transcript_1_1",1.12466131755132,7.31989211237995,4.67713728083481,77.6245261634115,1.39331179441188e-17,2.55484617182334e-14
"oases2_CL6746Contig1_1",5.59232057372011,-0.57551799832317,4.40478266549046,77.1336325225759,1.78092041833328e-17,3.11008069054935e-14
"oases2_k25_Locus_16410_Transcript_1_1",4.94962645116395,0.323300367196208,7.21170803696494,76.7395896706401,2.16875169350314e-17,3.61521049344729e-14
"oases3_k25_Locus_22522_Transcript_4_1",-6.13984339461058,-6.36215231245848,4.27732663832539,76.0580647280496,3.04930658891143e-17,4.8620530667456e-14
"oases6_k37_Locus_2004_Transcript_10_1",0.0871322849280571,7.53444771079382,4.90261902543733,75.917820847276,3.27080508268018e-17,4.96503113627342e-14
"oases2_k25_Locus_16584_Transcript_1_1",6.32868286183537,0.0987213554594923,6.38793007961191,75.8493839537635,3.38466387824382e-17,4.96503113627342e-14
"oases3_k49_Locus_2068_Transcript_7_2",-5.1205587172655,-5.05023125491886,6.71848214199822,75.760408571533,3.53863937222368e-17,4.99125083452149e-14
"oases2_k31_Locus_49570_Transcript_1_1",-6.91334255025129,-6.78729886103212,4.49634000729301,75.0105469765686,5.14833361603871e-17,6.99277180374028e-14
"oases6_k31_Locus_5052_Transcript_8_1",0.707169719028535,6.23357559065563,4.50909816800898,74.9264468646737,5.36943746848695e-17,7.03262072435079e-14
"oases2_k31_Locus_6172_Transcript_1_1",6.56031671039277,0.521192036939962,4.91518160393499,74.054118989953,8.30524369600302e-17,1.050269662288e-13
"oases6_k49_Locus_7254_Transcript_3_1",-0.111263172347787,5.62495336328225,5.06440051429346,73.847702379144,9.20820920728205e-17,1.12564218752885e-13
"oases6_k49_Locus_8264_Transcript_2_1",-1.13243611058062,4.53095448976989,5.37633233395117,72.8743145090395,1.49810987976807e-16,1.77226398776563e-13
"oases2_k49_Locus_6417_Transcript_3_1",6.32110704504411,0.247256890100484,4.24813866216879,72.2979273245565,1.99850185152561e-16,2.29034557503121e-13
"oases2_k37_Locus_22780_Transcript_3_1",4.76101272102647,-1.88922083084426,5.67337272178877,71.6064905297,2.82389241731791e-16,3.13820020061514e-13
"oases3_CL22659Contig1_1",-5.48836939256477,-5.63636630940092,5.79978124956627,71.0535692835475,3.72317517588902e-16,4.01588244780523e-13
"oases3_k49_Locus_55706_Transcript_1_1",-8.11650246233828,-6.29675944747192,4.53876435348794,70.8363618315582,4.15029979804285e-16,4.3486841283893e-13
"oases6_CL16248Contig1_1",-1.47355928805474,5.13353585811756,4.82227157439713,70.7155725808109,4.40867943821732e-16,4.49109725104843e-13
"oases6_k25_Locus_1295_Transcript_6_1",0.0687069214458352,8.00661071733992,3.78880036828708,70.3222075942826,5.36693880350039e-16,5.16110588455012e-13
"oases3_k49_Locus_40765_Transcript_1_1",-6.89686643046002,-6.72641834102808,4.45242272350389,70.2777647616269,5.48753472879623e-16,5.16110588455012e-13
"oases6_k37_Locus_821_Transcript_8_1",-0.382697345115236,6.11402592498321,4.71529340615856,70.2773795120294,5.48859186588102e-16,5.16110588455012e-13
"oases2_k25_Locus_1018_Transcript_6_1",10.0491566149153,1.70106597265608,3.43413196824286,69.9748814342605,6.38480386404893e-16,5.85374780265666e-13
"oases6_k31_Locus_1503_Transcript_6_1",1.87322072324029,6.88046297705846,4.0354844447799,69.8988852859753,6.63208241693373e-16,5.93215508478563e-13
"oases2_k25_Locus_27733_Transcript_1_1",7.89489449010125,1.90618416147654,4.3339251967771,69.1028120303478,9.87449798695419e-16,8.6220824922755e-13
"oases3_k43_Locus_5850_Transcript_1_1",-5.78074091102411,-5.13931690665103,4.71598966271639,68.9919120741905,1.04375037641024e-15,8.71723527748407e-13
"oases6_k25_Locus_16086_Transcript_2_1",-1.03997258619151,4.60675881601001,4.63232486427479,68.9630843797593,1.05890378194938e-15,8.71723527748407e-13
"oases3_k43_Locus_751_Transcript_7_3",1.06539432542582,-6.87495100916813,6.31459320460348,68.942875310604,1.06965775226129e-15,8.71723527748407e-13
"oases3_k49_Locus_4801_Transcript_1_1",-6.37183872488578,-4.94094613793692,4.58462283774929,68.125491739756,1.60967215050355e-15,1.28329362555253e-12
"oases2_k37_Locus_11146_Transcript_3_1",5.90228626822532,-0.990375323592969,4.85262709579249,67.7276377252973,1.96394956970309e-15,1.50737590370882e-12
"oases3_k25_Locus_15898_Transcript_10_1",-6.90189981839376,-5.66333709286478,5.43350040650448,67.7184916930357,1.97295130962898e-15,1.50737590370882e-12
"oases2_k37_Locus_7867_Transcript_9_1",3.04952811671772,-2.87635876157112,5.65189076161818,67.1950826721035,2.56314509932266e-15,1.91833102505021e-12
"oases2_k49_Locus_3659_Transcript_10_1",5.56140440136409,0.32982949781812,6.33776795682559,66.5854977570068,3.47650513079757e-15,2.54987745323478e-12
"oases2_k37_Locus_11402_Transcript_6_1",3.91954146936402,-2.92652796627508,4.7211598654316,66.3085811667793,3.99277233936599e-15,2.871116470619e-12
"oases2_k37_Locus_6007_Transcript_5_1",4.8039651866021,-0.011446853615644,6.06994059349393,65.954080651378,4.76709006377692e-15,3.36199026747867e-12
"oases2_k25_Locus_6870_Transcript_5_1",8.41667376552004,2.21708499914872,4.10765081707777,65.516039636532,5.93434450704124e-15,4.10623049257969e-12
"oases6_k43_Locus_1390_Transcript_3_1",-1.09705329076024,4.09607957394984,5.3445759487962,64.8364537516497,8.33571686485606e-15,5.66103230712715e-12
"oases6_k43_Locus_2809_Transcript_6_1",-0.610795773098984,6.35720387780053,4.36856232490379,64.0130461149713,1.25818253162121e-14,8.38933236038996e-12
"oases3_k43_Locus_42045_Transcript_1_1",-6.47578562855181,-4.70718125672824,4.52296709262612,63.4445932752335,1.67178959143394e-14,1.0948132086903e-11
"oases3_k49_Locus_565_Transcript_4_1",-3.76762255321017,-4.68261967112102,6.92090362856134,63.205120265269,1.8844408946342e-14,1.21242282331438e-11
"oases6_k43_Locus_3700_Transcript_4_1",-1.93174588736815,3.82735834187676,8.84926902979672,62.329564802781,2.91948987456302e-14,1.84597331327327e-11
"oases2_k43_Locus_18236_Transcript_1_1",5.71741729491223,-0.345466920772762,5.41867530374784,61.9310829547005,3.56316724381478e-14,2.21478020902406e-11
"oases2_k25_Locus_33092_Transcript_1_1",6.97013391151392,1.32044690934792,4.56052997323361,61.7939853492921,3.81598425401269e-14,2.33239317579012e-11
"oases2_k43_Locus_23093_Transcript_1_1",6.44577987871338,-0.816419366766236,4.21843576792377,61.6552015552418,4.09018632108966e-14,2.45900660579215e-11
"oases3_CL13827Contig1_1",-6.64553693739003,-6.29100052214747,5.13529890346872,61.6207655206705,4.16122100315564e-14,2.46136222336656e-11
"oases2_CL2647Contig1_1",6.93197669938146,0.0843742355677153,3.65974932483513,61.5145714908814,4.38814047995692e-14,2.55438533049937e-11
"oases2_k25_Locus_10352_Transcript_5_1",6.49366910041288,-0.62980358173358,3.55163890329819,61.194942867988,5.14857443656239e-14,2.95021359862582e-11
"oases3_k25_Locus_32452_Transcript_2_1",-5.91679267070119,-5.42531636387338,3.85796198417859,61.1221318442755,5.33946456799339e-14,3.01252590926187e-11
"oases6_k43_Locus_12391_Transcript_1_1",6.39006580363121,-0.797143671679824,5.21441712457618,60.9902361318846,5.70346129896664e-14,3.16913691237884e-11
"oases3_CL25507Contig1_1",-4.88791167926704,-4.58836030649384,4.97755782494822,60.7583788417777,6.40450648608859e-14,3.50555919946757e-11
"oases3_k43_Locus_6725_Transcript_6_1",-8.37683034628913,-4.80653258516006,4.65046855909357,60.3927948517535,7.68902414341975e-14,4.14675856487695e-11
"oases3_CL1588Contig1_1",-6.39794866962377,-6.0500809426563,4.85490764449846,60.3037857165171,8.03894972676168e-14,4.27264352651494e-11
"oases2_k31_Locus_20737_Transcript_1_1",6.6207798617562,4.56785397010752,5.09068370394888,59.8084265628434,1.02982916318628e-13,5.39527498593293e-11
"oases3_k49_Locus_12248_Transcript_3_1",-5.2725359893856,-4.88959632979136,5.79910602929794,59.664355324365,1.10675083461154e-13,5.71660188136749e-11
"oases3_k43_Locus_4151_Transcript_9_2",-5.61821446498555,-5.01076468300797,4.18418254762759,59.6084155855601,1.13814348858428e-13,5.79710224400713e-11
"oases2_CL194Contig1_1",5.91420913027414,0.144187245611021,3.9293032309345,59.3158454673767,1.31743079855009e-13,6.61837529797635e-11
"oases2_k31_Locus_145_Transcript_3_1",1.5052310120532,-5.24907448012048,7.84643658544311,59.0013382167179,1.54177924060547e-13,7.64076622847625e-11
"oases2_CL9869Contig1_1",5.00224741975066,-0.941582718656632,5.90436772242545,58.2428137419495,2.25285733666643e-13,1.10158716143424e-10
"oases3_k31_Locus_57705_Transcript_6_1",-8.30708889741821,-6.21727736196751,4.72096276281847,57.7763816396745,2.84457988570927e-13,1.37262208090284e-10
"oases6_k31_Locus_2900_Transcript_4_1",5.86100389761174,3.47183632811736,5.13403979664028,57.4200739622789,3.39929897922655e-13,1.61899339565162e-10
"oases3_CL22384Contig1_2",-6.36397882997678,-3.77381566874208,5.8977387457443,57.0665279782985,4.05658797394639e-13,1.90727244575046e-10
"oases2_CL3610Contig1_1",4.21557480514693,-1.8463762522972,4.41471538642971,56.8411114389108,4.54056062207063e-13,2.10779721130628e-10
"oases3_k31_Locus_8593_Transcript_1_1",-4.86285585877741,-4.65092233408608,4.73523536194433,56.5564574628017,5.23505566509406e-13,2.39981495507493e-10
"oases3_k43_Locus_12447_Transcript_1_1",-5.12909247675019,-2.95880141090872,8.5467002210199,56.522569033464,5.32451534372596e-13,2.41069075556126e-10
"oases2_CL8473Contig1_1",3.31237386156571,-2.36773385003447,4.67601194797741,56.346326365585,5.81501302654176e-13,2.60065820393129e-10
"oases6_k49_Locus_7423_Transcript_1_1",0.0555078224059561,6.85349005831666,3.57668566462874,56.2733284670167,6.03117575160252e-13,2.66483504022312e-10
"oases2_k31_Locus_2174_Transcript_7_1",4.82491789538633,-2.50925961099351,4.97627952876087,56.2350658850136,6.14767072648415e-13,2.6839705780042e-10
"oases6_k31_Locus_17991_Transcript_1_1",-3.37382880397793,3.39206128470496,4.21956280166213,56.1852523970526,6.30271195863291e-13,2.71928653716405e-10
"oases6_CL11699Contig1_1",1.34030052908264,7.75270619907333,4.11844430513943,56.1122276251499,6.53709185671979e-13,2.76604369740218e-10
"oases3_k49_Locus_36015_Transcript_1_1",-8.47512442252383,-6.21038928929555,4.61038979419699,56.1046416971662,6.5619338934363e-13,2.76604369740218e-10
"oases3_k31_Locus_2243_Transcript_9_1",-6.08557569964149,-4.06546031367532,4.89941175574764,55.865382272728,7.39582071598622e-13,3.08212423997003e-10
"oases2_CL10216Contig1_1",6.94934138869869,1.92901363542423,3.54094738067597,55.3866771674125,9.39584551618127e-13,3.87161620915636e-10
"oases3_k25_Locus_8887_Transcript_2_1",-5.01392712366267,-4.30704056852117,4.72192680294446,55.3091841754571,9.76704653721623e-13,3.97985441843701e-10
"oases2_CL1376Contig1_1",5.34123063604716,0.57311768629133,4.31924222637548,55.222867381237,1.01978051759154e-12,4.10971548589392e-10
"oases2_CL872Contig1_1",6.02822214272183,-3.41350842529334,3.15403554744237,54.9832793103002,1.14956252939381e-12,4.58238115657166e-10
"oases3_k25_Locus_21019_Transcript_1_1",-5.08704711483779,-4.51056500744642,4.62492155043071,54.945992430148,1.17119535810983e-12,4.61841369547978e-10
"oases6_k49_Locus_8382_Transcript_1_1",-2.82560518588853,4.39041320766381,4.00848007002341,54.8363594654278,1.23718839683301e-12,4.82674575287839e-10
"oases2_k31_Locus_17171_Transcript_1_1",6.37975244099893,1.41897433453156,4.2759325907464,54.5029722972253,1.46160473739563e-12,5.60534777993991e-10
"oases3_CL157Contig2_1",-7.14060680520459,-1.75906051423987,5.22719256505733,54.4951554083528,1.46732851654959e-12,5.60534777993991e-10
"oases6_k25_Locus_8349_Transcript_2_1",-1.33402288305979,4.14000488581607,3.98854615364814,54.1527059715956,1.74136298296323e-12,6.58360872930005e-10
"oases6_k49_Locus_6406_Transcript_1_1",-0.831471708596446,4.34027403824984,4.7516889906694,54.0943441778053,1.79292618801776e-12,6.70938592787503e-10
"oases2_k25_Locus_952_Transcript_10_1",3.33618712763792,-2.22171168961838,7.09674038712524,54.0083635575527,1.87168545385829e-12,6.93336572215607e-10
"oases6_k37_Locus_78_Transcript_358_1",-0.727211087217937,4.86589668312054,3.86428544038084,53.6216434936582,2.27095255016725e-12,8.32826428722834e-10
"oases2_k49_Locus_24133_Transcript_1_1",5.13440859457861,-1.75121183415565,4.07937590693465,53.5747022783129,2.32488360814221e-12,8.44162936251477e-10
"oases6_k37_Locus_8137_Transcript_1_1",0.120444291298412,5.5149779425788,3.42007191080197,53.4370146366761,2.49057547340325e-12,8.95459552314878e-10
"oases6_k37_Locus_11674_Transcript_1_1",0.61182860233047,6.52676902849276,4.50880396598212,52.7267902742933,3.55240904932306e-12,1.26483006860024e-09
"oases3_CL21241Contig1_1",1.53486984525148,-5.60656485697908,4.51030853054842,52.624976474863,3.73793335004949e-12,1.3180887475612e-09
"oases6_k49_Locus_4925_Transcript_2_1",-0.51190463152866,5.52791070558565,3.93446642201507,52.1141676689474,4.82561062628889e-12,1.68542493807516e-09
"oases2_CL8596Contig1_1",4.84822164474637,-2.07299173371096,3.87724196690802,52.0242187482464,5.04759424073563e-12,1.74632475085375e-09
"TRINITY_DN33428_c0_g2_i1",-5.19098731988257,-0.334133206067952,5.77287656889146,51.7898178161207,5.67523633746265e-12,1.9451209551754e-09
"oases2_k43_Locus_580_Transcript_10_1",5.96515802283214,-2.66129866960019,2.9088208898199,51.7186726954768,5.88075272509985e-12,1.99689671007025e-09
"oases6_k37_Locus_4912_Transcript_2_1",-1.36421114124055,5.38159672603183,4.13667099182291,51.4521049313813,6.71919697910612e-12,2.26067074141981e-09
"oases6_CL75Contig5_1",0.0166979631094141,3.99653057738876,6.02352520380493,51.4098745104397,6.8625827202023e-12,2.28792269179981e-09
"oases3_k49_Locus_5868_Transcript_3_1",-4.8134286889249,-3.49450288325363,4.56137981012197,51.3561710400894,7.04935128221907e-12,2.32901675290829e-09
"oases2_k49_Locus_2759_Transcript_1_1",4.01960765183382,-0.207221167682144,5.53601171327595,51.1380097695231,7.86180505758026e-12,2.57424979354144e-09
"oases2_k31_Locus_6027_Transcript_4_1",2.91812264229999,-1.54698963465156,6.34986445177268,51.1006566510762,8.0100162547909e-12,2.59614773472332e-09
"oases6_k43_Locus_17052_Transcript_5_1",-0.507441320565222,4.26845002529396,9.66527719587681,51.0856695023874,8.07026536575842e-12,2.59614773472332e-09
"oases6_k43_Locus_1241_Transcript_6_1",-1.35012441773301,4.00908462412833,5.07032637598218,51.0124926617619,8.37101199874628e-12,2.66947933069585e-09
"oases6_CL14910Contig1_1",0.702311548699816,5.76873662469456,3.63406235047498,50.9809198436289,8.50420880190835e-12,2.68857628786539e-09
"oases6_k31_Locus_2041_Transcript_2_1",0.159381536353299,5.13078077953907,4.54630020329486,50.8974657561013,8.8665718892307e-12,2.77917769994665e-09
"oases3_k25_Locus_12603_Transcript_4_2",1.97471469635693,-4.83723999186847,4.24314538053702,50.8644062434208,9.01435218340633e-12,2.79641535284148e-09
"oases2_k31_Locus_3651_Transcript_4_1",5.6707980418386,-0.860289130855162,4.67444940882921,50.8512000928825,9.07407157822202e-12,2.79641535284148e-09
"oases6_k37_Locus_1380_Transcript_24_1",0.239561171901414,4.71788979548919,5.95648357096242,50.8182381947113,9.22486004532371e-12,2.80997449838031e-09
"oases6_k49_Locus_2867_Transcript_1_1",-8.98463684629016,0.289144600015539,4.03068454595943,50.8081919036365,9.27131443579793e-12,2.80997449838031e-09
"oases3_k49_Locus_11468_Transcript_2_1",-5.56454980166464,-4.85007300081809,3.58247933415403,50.4763041871874,1.09448499599637e-11,3.29000395558812e-09
"oases6_k37_Locus_6636_Transcript_1_1",-6.84992914864826,-5.37325894575087,5.57814938790109,50.2778572290781,1.20865407814366e-11,3.60365617949289e-09
"oases6_k43_Locus_1136_Transcript_1_1",1.40523011275172,7.03861571739817,3.22415171835885,50.0872278865749,1.32952545743808e-11,3.93207154037312e-09
"oases6_k37_Locus_534_Transcript_104_2",-0.957975813915648,4.65998663155888,3.76756063632598,49.9081216477376,1.45408261856083e-11,4.2660457496385e-09
"oases2_k37_Locus_14701_Transcript_4_1",9.20206029487118,2.24087497478738,2.58032867626923,49.8023788355611,1.53303066837689e-11,4.44804098957672e-09
"oases6_k49_Locus_3011_Transcript_1_3",-1.18262325507163,4.75612557097783,3.38072901986742,49.792822093526,1.54037358731558e-11,4.44804098957672e-09
"oases2_k49_Locus_18115_Transcript_8_1",5.73345247340116,5.14427979805165,6.81047426045657,49.632309479749,1.66909453213378e-11,4.78208623257362e-09
"oases3_k43_Locus_48080_Transcript_1_1",-8.21898697897677,-8.87179050251659,2.91108662394884,49.4278203358571,1.84877980202193e-11,5.25583733950003e-09
"oases6_CL13997Contig1_1",-0.164461848953091,5.08093312883128,3.38487661799478,49.3933858034093,1.88088633631787e-11,5.27309059172001e-09
"oases6_k31_Locus_3827_Transcript_1_1",-1.66279928858949,5.0166619236293,3.48287276949759,49.3904958830168,1.88360610671426e-11,5.27309059172001e-09
"oases6_CL12887Contig1_1",-0.0114293321798632,6.373714849667,3.73608960865333,49.3665776265085,1.90626762966615e-11,5.29610248354141e-09
"oases2_CL10587Contig1_1",8.93695793686948,1.47270347105472,2.39088259091138,49.1822172865753,2.09034135344364e-11,5.7638412372059e-09
"oases2_k43_Locus_102_Transcript_4_1",-0.166493835193527,-5.13541952127143,6.3700186487605,49.1265090913158,2.14938440369138e-11,5.88241598780403e-09
"oases3_k49_Locus_3260_Transcript_11_1",-4.34536955079254,-3.6771781166315,8.12264903558891,49.0526446432624,2.23025003231978e-11,6.05851551372320e-09
"oases2_k25_Locus_23013_Transcript_1_1",6.01296609219919,-1.14398034370932,3.11139183329169,48.9628521687703,2.33266161241791e-11,6.29012494942662e-09
"oases2_k37_Locus_11895_Transcript_3_1",4.47331773140506,-0.813686750297244,6.81967510528265,48.8790772791529,2.43244611653793e-11,6.51132090743034e-09
"oases6_k25_Locus_6713_Transcript_6_1",0.249703893975881,6.33102271646683,3.88918934138321,48.8134872681315,2.51354068061853e-11,6.67964328842924e-09
"oases3_CL21595Contig1_1",-6.36437893218669,-3.92923854911922,3.48891351311116,48.4594222680509,3.00033781974176e-11,7.91592725635897e-09
"oases6_CL2708Contig1_1",-1.04286888472555,4.93763927790399,3.72625978387168,48.4131655250463,3.0705394427419e-11,8.0432780702624e-09
"oases2_k31_Locus_7385_Transcript_4_1",5.77107633332376,-0.282025365456964,2.98053771621964,48.3593875686724,3.15422315357525e-11,8.20388834830249e-09
"oases2_k43_Locus_12658_Transcript_1_1",5.74950514642026,-0.79095147206651,4.87363324827381,47.568936958947,4.68313399781173e-11,1.20946882466021e-08
"oases2_CL13277Contig1_1",8.53894652657706,1.43884619958886,2.6140239937028,47.5028430091264,4.84048304469382e-11,1.24136387900739e-08
"oases2_k43_Locus_883_Transcript_1_1",0.265731668102475,-5.56823657396767,4.71365758020703,47.3036403667206,5.34742875893925e-11,1.36184899219847e-08
"oases6_k49_Locus_2163_Transcript_4_1",-3.22859375826411,1.98196607130798,6.14942151846309,47.0913218826419,5.94633510838851e-11,1.50393067193056e-08
"oases3_k37_Locus_33683_Transcript_1_1",-7.79132516950451,-5.10582490568524,4.74822066465499,47.0351255416767,6.11578572375716e-11,1.53619321813251e-08
"oases3_k31_Locus_27452_Transcript_5_1",-7.19544300699741,-4.92715147002288,4.68279071591397,46.7891760083372,6.91607227911238e-11,1.72458985410506e-08
"oases2_CL12986Contig1_1",4.92145645905558,-0.910375202947595,3.58563071905632,46.7765505643508,6.9598696154541e-11,1.72458985410506e-08
"oases3_k31_Locus_26152_Transcript_9_1",-4.78623128510207,-6.01731689560242,3.70377110308316,46.7502356690248,7.05204882741647e-11,1.73570326609291e-08
"oases3_k25_Locus_14405_Transcript_1_1",-5.19625447484662,-4.50081540122098,4.21868333362643,46.5929173961933,7.62915677549907e-11,1.86522710951918e-08
"oases6_CL11410Contig1_1",0.608312213328876,5.6559192590423,3.99743508942308,46.5456419924145,7.81164076338453e-11,1.89719405109669e-08
"oases2_CL10709Contig1_1",5.82186514657318,-1.02117879163087,3.94743758541122,46.5192804258979,7.91528586846741e-11,1.90971893851517e-08
"oases6_CL1510Contig1_1",-0.329813661602727,3.84249735470994,5.78146668871207,46.4736838691597,8.0978135112376e-11,1.94098767906939e-08
"oases6_k43_Locus_2318_Transcript_1_1",1.0083573978572,7.19376565319766,3.06685852061966,45.9981343411795,1.02714566810088e-10,2.44600734326388e-08
"oases3_k25_Locus_3704_Transcript_1_1",-6.62424233565738,-4.90050761669328,3.55219322637471,45.8229317395461,1.12118376498336e-10,2.65272078795062e-08
"oases2_CL3566Contig1_1",8.81301335970048,0.140541902686343,2.22062008634961,45.4859347902872,1.32695060924509e-10,3.11943972390033e-08
"oases3_k43_Locus_2983_Transcript_16_1",-3.63904191403458,-4.79649738292739,7.16934907110938,45.4599506032507,1.3443029532113e-10,3.14010332503937e-08
"oases6_k31_Locus_452_Transcript_25_2",-0.0551878620601612,3.7999120371374,7.56032211404974,45.3906499745054,1.39169989039542e-10,3.23024114433363e-08
"oases6_k31_Locus_8128_Transcript_1_1",0.872780007823467,5.49156643102978,3.89727279938278,45.330229923117,1.43438468796672e-10,3.30837670828952e-08
"oases6_CL14837Contig1_1",-4.09178746767674,3.5407720543397,3.8817407594711,45.2645324958691,1.4822848012678e-10,3.39748940730587e-08
"oases3_k49_Locus_11496_Transcript_7_1",-5.40503985865726,-4.67017861538127,4.08075019805562,45.1294366844229,1.58586910412478e-10,3.6123340158738e-08
"oases6_k25_Locus_16368_Transcript_3_1",0.794911938203545,6.74236013511247,2.5137132705528,44.8632420683524,1.81163525963046e-10,4.10111727632271e-08
"oases2_k49_Locus_9602_Transcript_2_1",8.5863890746798,-0.0524234035390448,2.21846478045816,44.6950102059806,1.9706152959431e-10,4.43364262258414e-08
"oases2_k31_Locus_17232_Transcript_1_1",4.58508107990445,-1.75416462481139,3.83254432583903,44.5329518250492,2.13694025262078e-10,4.77853718807086e-08
"oases3_k43_Locus_3083_Transcript_3_3",-4.44807487750846,-4.41936818405383,4.61085110879869,44.4556624423955,2.22113807015874e-10,4.93671493617767e-08
"oases3_k43_Locus_18250_Transcript_10_1",-4.80074262459693,-5.55251799403698,4.35407149098997,44.4368042967965,2.24218039160916e-10,4.94143590748092e-08
"oases2_k25_Locus_28379_Transcript_1_1",8.31308286261511,2.79968222343588,2.37054623760273,44.4296540830099,2.25021077236472e-10,4.94143590748092e-08
"oases6_k49_Locus_1654_Transcript_1_1",0.589584992819113,8.43613378455927,2.11696518082553,44.3307314779711,2.3643075561005e-10,5.16108636933771e-08
"oases3_CL1536Contig1_1",-6.59971278033618,-5.27049236852993,3.39566422595738,44.2476355456825,2.46460895779559e-10,5.34820143841643e-08
"oases2_k37_Locus_8928_Transcript_1_1",3.53583764417167,0.0450036282022933,5.57943212877417,44.0299180351809,2.74805094286839e-10,5.92819248398896e-08
"oases2_CL3725Contig1_1",6.35476238432491,-1.34275353540546,2.82533488607254,43.891483671353,2.94500081623756e-10,6.28880236830442e-08
"oases2_k31_Locus_2681_Transcript_9_1",3.35701731271004,-1.58984284574624,5.81841793529659,43.8884233710286,2.94951055912622e-10,6.28880236830442e-08
"oases3_k49_Locus_8775_Transcript_10_1",-4.5430756536775,-0.734151130423464,5.98124090185712,43.8510677300843,3.00511869056195e-10,6.37033050514326e-08
"oases3_k31_Locus_21852_Transcript_3_1",-5.81844626283026,-6.1734289051525,3.36782595608405,43.660544183746,3.30547054903843e-10,6.96675410602795e-08
"oases3_k49_Locus_11553_Transcript_6_1",-4.91108153718552,-6.73738498935273,3.13911378396492,43.5632741641608,3.47020561712927e-10,7.27216289125609e-08
"oases6_k43_Locus_5280_Transcript_1_1",6.78345511920711,5.06946677247183,4.35893449619531,43.3754007230458,3.81198697299104e-10,7.94301126480115e-08
"oases6_k49_Locus_19048_Transcript_3_1",3.98632161512228,9.45540075103834,2.60548279130821,43.2154020316212,4.12947348812209e-10,8.55594244236731e-08
"oases3_k49_Locus_28683_Transcript_4_1",-4.46260841917532,-4.33659837592315,5.21871426334607,43.0682092183915,4.44485088065821e-10,9.15764136777408e-08
"oases2_k37_Locus_20911_Transcript_1_1",5.92609591195414,-2.50118640382254,4.32483127954576,42.9849375028006,4.63382276461324e-10,9.49364146629393e-08
"oases3_k43_Locus_12276_Transcript_4_1",-3.9552012568946,-4.21492958986952,6.32372298364539,42.9194100093427,4.78815866533014e-10,9.75534126298068e-08
"oases2_k37_Locus_19085_Transcript_9_1",5.26087155517488,3.19666200463547,6.53296164425139,42.8792961513634,4.88516398616469e-10,9.89798999252032e-08
