Gene Flower Leaf Stem
TRINITY_DN32260_c0_g4_i7 0 0 0
TRINITY_DN32260_c0_g4_i10 0 0 0
TRINITY_DN32260_c0_g4_i18 1 0 0
TRINITY_DN32260_c0_g4_i19 1 0 0
TRINITY_DN32260_c0_g4_i20 1 0 0
TRINITY_DN32260_c1_g1_i2 0 0 0
TRINITY_DN32260_c1_g2_i1 0 0 0
TRINITY_DN32260_c1_g2_i3 0 0 0
TRINITY_DN32260_c1_g2_i4 0 0 0
TRINITY_DN32260_c1_g2_i5 0 0 0
TRINITY_DN32260_c1_g2_i6 0 0 0
TRINITY_DN32283_c1_g4_i1 1 1 0
TRINITY_DN32283_c1_g4_i2 0 0 0
TRINITY_DN32283_c1_g6_i2 1 0 0
TRINITY_DN32283_c1_g6_i4 0 0 0
TRINITY_DN32283_c1_g6_i5 1 0 0
TRINITY_DN32283_c1_g6_i8 0 0 0
TRINITY_DN32283_c1_g6_i12 0 0 0
TRINITY_DN32290_c0_g1_i1 0 0 0
TRINITY_DN32290_c0_g2_i1 0 0 0
TRINITY_DN32290_c1_g1_i1 0 0 0
TRINITY_DN32290_c2_g1_i1 0 0 0
TRINITY_DN32290_c2_g1_i2 0 0 0
TRINITY_DN32290_c3_g1_i1 0 0 0
TRINITY_DN32290_c3_g1_i2 0 -1 0
TRINITY_DN32290_c3_g1_i3 0 0 0
TRINITY_DN32290_c3_g1_i4 0 0 0
TRINITY_DN32290_c3_g1_i5 0 0 0
TRINITY_DN32290_c4_g4_i1 0 0 0
TRINITY_DN32290_c4_g4_i4 0 0 0
TRINITY_DN32290_c4_g4_i5 0 -1 0
TRINITY_DN32290_c4_g4_i6 0 0 0
TRINITY_DN32290_c4_g5_i1 0 0 0
TRINITY_DN32290_c4_g4_i7 0 0 0
TRINITY_DN32290_c4_g4_i8 0 0 0
TRINITY_DN32290_c4_g4_i10 0 0 0
TRINITY_DN32290_c4_g4_i11 0 0 0
TRINITY_DN32290_c4_g4_i12 0 0 0
TRINITY_DN32290_c4_g4_i13 0 0 0
TRINITY_DN32290_c4_g4_i14 0 0 0
TRINITY_DN32290_c4_g4_i15 0 0 0
TRINITY_DN32290_c4_g4_i16 0 0 0
TRINITY_DN32290_c4_g6_i1 0 0 0
TRINITY_DN32290_c4_g7_i1 0 0 0
TRINITY_DN32290_c4_g7_i2 0 0 0
TRINITY_DN32226_c1_g3_i1 0 0 0
TRINITY_DN32226_c1_g3_i2 0 0 0
TRINITY_DN32226_c1_g3_i3 0 0 0
TRINITY_DN32226_c1_g3_i4 0 0 0
TRINITY_DN32226_c1_g3_i5 0 0 0
TRINITY_DN32226_c1_g4_i1 0 0 0
TRINITY_DN32226_c1_g4_i2 0 0 0
TRINITY_DN32226_c1_g4_i3 0 0 0
TRINITY_DN32226_c1_g4_i5 0 0 0
TRINITY_DN32224_c0_g1_i1 0 0 0
TRINITY_DN32224_c0_g2_i1 0 0 0
TRINITY_DN32265_c2_g5_i1 0 0 0
TRINITY_DN32265_c2_g6_i1 0 0 0
TRINITY_DN32265_c2_g6_i2 0 0 0
TRINITY_DN32245_c0_g1_i1 0 0 0
TRINITY_DN32245_c0_g1_i2 0 0 0
TRINITY_DN32245_c0_g2_i4 0 0 0
TRINITY_DN32245_c0_g2_i10 0 0 0
TRINITY_DN32245_c0_g8_i3 0 0 0
TRINITY_DN32233_c0_g1_i1 0 0 0
TRINITY_DN32233_c0_g1_i2 0 0 0
TRINITY_DN32233_c1_g1_i2 0 0 0
TRINITY_DN32233_c1_g1_i3 0 0 0
TRINITY_DN32233_c1_g1_i4 1 0 0
TRINITY_DN32233_c1_g1_i5 0 0 0
TRINITY_DN32233_c1_g1_i6 0 0 0
TRINITY_DN32233_c1_g1_i8 0 1 0
TRINITY_DN32233_c1_g2_i1 1 0 0
TRINITY_DN32243_c1_g1_i1 0 0 0
TRINITY_DN32243_c1_g3_i1 0 0 0
TRINITY_DN32243_c1_g4_i1 0 0 0
TRINITY_DN32243_c1_g6_i1 0 0 0
TRINITY_DN32243_c1_g8_i1 0 0 0
TRINITY_DN32243_c1_g6_i2 0 0 1
TRINITY_DN32243_c1_g7_i2 0 0 0
TRINITY_DN32243_c1_g6_i3 0 0 0
TRINITY_DN32243_c1_g6_i4 0 0 0
TRINITY_DN32243_c1_g8_i2 0 0 0
TRINITY_DN32243_c1_g8_i3 0 0 0
TRINITY_DN32243_c1_g8_i4 0 0 0
TRINITY_DN32243_c2_g1_i1 0 0 0
TRINITY_DN32271_c0_g1_i1 0 0 0
TRINITY_DN32271_c0_g1_i2 0 0 0
TRINITY_DN32271_c1_g1_i1 0 0 0
TRINITY_DN32271_c1_g2_i1 0 0 0
TRINITY_DN32271_c1_g2_i2 0 0 0
TRINITY_DN32271_c1_g2_i3 0 0 0
TRINITY_DN32271_c2_g2_i1 0 0 0
TRINITY_DN32271_c2_g2_i2 1 0 0
TRINITY_DN32230_c0_g1_i1 0 0 0
TRINITY_DN32230_c0_g1_i2 0 0 0
TRINITY_DN32230_c0_g1_i3 1 0 0
TRINITY_DN32230_c0_g1_i4 0 0 0
TRINITY_DN32222_c0_g1_i3 0 0 0
TRINITY_DN32222_c0_g1_i4 0 -1 0
TRINITY_DN32222_c0_g1_i5 0 0 0
TRINITY_DN32222_c0_g1_i8 0 0 0
TRINITY_DN32222_c0_g1_i9 0 -1 0
TRINITY_DN32222_c0_g1_i13 0 0 0
TRINITY_DN32211_c1_g5_i1 0 0 0
TRINITY_DN32211_c1_g4_i5 0 0 0
TRINITY_DN32211_c1_g4_i6 0 0 0
TRINITY_DN32211_c1_g4_i8 0 0 0
TRINITY_DN32211_c2_g3_i1 0 0 0
TRINITY_DN32211_c2_g3_i9 0 0 0
TRINITY_DN32211_c2_g3_i14 0 0 0
TRINITY_DN32297_c1_g1_i1 0 0 0
TRINITY_DN32297_c1_g2_i1 0 0 0
TRINITY_DN32297_c1_g3_i2 0 0 0
TRINITY_DN32288_c0_g3_i2 0 0 0
TRINITY_DN32288_c0_g3_i3 0 0 0
TRINITY_DN32288_c0_g3_i4 0 0 0
TRINITY_DN32288_c0_g4_i1 0 0 0
TRINITY_DN32288_c0_g4_i4 0 0 0
TRINITY_DN32288_c1_g1_i1 0 0 0
TRINITY_DN32288_c1_g3_i1 1 1 0
TRINITY_DN32206_c0_g1_i1 0 0 0
TRINITY_DN32206_c0_g1_i2 0 0 0
TRINITY_DN32206_c0_g1_i3 0 0 0
TRINITY_DN32206_c0_g1_i5 0 0 0
TRINITY_DN32206_c0_g1_i6 0 0 0
TRINITY_DN32267_c0_g1_i1 0 0 0
TRINITY_DN32267_c1_g1_i1 0 0 0
TRINITY_DN32267_c1_g2_i1 0 0 0
TRINITY_DN32267_c1_g1_i2 0 0 0
TRINITY_DN32267_c1_g1_i3 0 0 0
TRINITY_DN32267_c1_g1_i4 0 0 0
TRINITY_DN32267_c1_g1_i5 0 0 0
TRINITY_DN32267_c1_g2_i5 1 0 0
TRINITY_DN32267_c1_g1_i6 0 0 0
TRINITY_DN32267_c1_g2_i7 0 0 0
TRINITY_DN32267_c1_g3_i1 1 0 0
TRINITY_DN32267_c1_g3_i2 1 0 0
TRINITY_DN32208_c0_g1_i1 0 0 0
TRINITY_DN32208_c0_g1_i2 0 0 0
TRINITY_DN32208_c0_g1_i3 0 0 0
TRINITY_DN32208_c0_g1_i5 0 0 0
TRINITY_DN32208_c0_g1_i7 0 0 0
TRINITY_DN32208_c0_g1_i9 0 -1 0
TRINITY_DN32208_c0_g1_i10 -1 0 0
TRINITY_DN32208_c0_g1_i12 0 0 0
TRINITY_DN32256_c1_g1_i1 0 0 0
TRINITY_DN32256_c1_g2_i1 0 1 0
TRINITY_DN32256_c1_g2_i3 0 -1 -1
TRINITY_DN32256_c1_g2_i5 0 0 0
TRINITY_DN32256_c1_g2_i7 0 0 0
TRINITY_DN32256_c1_g3_i1 0 0 0
TRINITY_DN32247_c0_g1_i1 0 0 0
TRINITY_DN32247_c1_g1_i2 0 0 0
TRINITY_DN32247_c2_g1_i1 0 0 0
TRINITY_DN32247_c2_g2_i1 0 0 0
TRINITY_DN32247_c2_g3_i1 0 0 0
TRINITY_DN32247_c3_g1_i1 0 0 0
TRINITY_DN32247_c3_g2_i1 0 0 0
TRINITY_DN32266_c0_g1_i1 0 0 0
TRINITY_DN32266_c1_g1_i1 0 0 0
TRINITY_DN32266_c1_g1_i2 0 -1 0
TRINITY_DN32266_c2_g2_i2 0 0 0
TRINITY_DN32266_c2_g4_i1 0 0 0
TRINITY_DN32266_c2_g4_i3 0 0 0
TRINITY_DN32266_c2_g4_i4 0 0 0
TRINITY_DN32266_c2_g4_i6 0 0 0
TRINITY_DN32266_c3_g1_i1 0 0 0
TRINITY_DN32266_c4_g1_i1 0 0 0
TRINITY_DN32252_c0_g1_i1 0 0 0
TRINITY_DN32252_c0_g1_i2 0 0 0
TRINITY_DN32252_c1_g1_i1 0 0 0
TRINITY_DN32252_c2_g1_i1 0 0 0
TRINITY_DN32252_c2_g3_i1 0 0 0
TRINITY_DN32252_c3_g1_i2 0 0 0
TRINITY_DN32252_c3_g1_i4 0 0 0
TRINITY_DN32252_c3_g2_i1 0 0 0
TRINITY_DN32252_c3_g2_i2 0 0 0
TRINITY_DN32252_c3_g2_i3 0 0 0
TRINITY_DN32252_c3_g2_i4 0 0 0
TRINITY_DN32252_c3_g3_i1 0 0 0
TRINITY_DN32252_c3_g7_i1 0 0 0
TRINITY_DN32252_c3_g8_i1 0 0 0
TRINITY_DN32237_c1_g2_i1 0 0 0
TRINITY_DN32237_c1_g3_i1 0 0 0
TRINITY_DN32237_c1_g4_i1 0 0 0
TRINITY_DN32237_c1_g4_i2 0 0 0
TRINITY_DN32237_c1_g5_i1 0 0 0
TRINITY_DN32237_c1_g6_i2 0 0 0
TRINITY_DN32237_c1_g6_i3 0 0 0
TRINITY_DN32237_c1_g6_i4 0 0 0
TRINITY_DN32237_c1_g7_i1 0 0 0
TRINITY_DN32237_c1_g7_i2 0 0 0
TRINITY_DN32235_c1_g1_i2 0 0 0
TRINITY_DN32235_c1_g2_i5 0 0 0
TRINITY_DN32235_c1_g2_i13 0 0 0
TRINITY_DN32235_c1_g5_i1 0 0 0
TRINITY_DN32235_c1_g7_i1 0 0 0
TRINITY_DN32240_c0_g2_i1 0 0 0
TRINITY_DN32240_c0_g2_i2 0 0 0
TRINITY_DN32240_c0_g3_i1 0 0 0
TRINITY_DN32240_c0_g3_i2 0 0 0
TRINITY_DN32240_c0_g3_i6 0 0 0
TRINITY_DN32240_c0_g3_i7 0 0 0
TRINITY_DN32242_c0_g2_i1 1 0 0
TRINITY_DN32242_c0_g3_i1 0 0 0
TRINITY_DN32242_c0_g4_i1 0 0 0
TRINITY_DN32242_c0_g4_i2 0 0 0
TRINITY_DN32242_c0_g4_i3 0 0 0
TRINITY_DN32242_c0_g4_i4 0 0 0
TRINITY_DN32242_c0_g4_i5 0 0 0
TRINITY_DN32242_c0_g6_i2 0 0 0
TRINITY_DN32242_c0_g6_i3 0 0 0
TRINITY_DN32242_c0_g7_i1 0 0 0
TRINITY_DN32242_c0_g6_i4 0 0 0
TRINITY_DN32242_c0_g6_i7 0 0 0
TRINITY_DN32242_c0_g6_i10 0 0 0
TRINITY_DN32242_c0_g6_i15 0 0 0
TRINITY_DN32242_c0_g10_i1 0 0 0
TRINITY_DN32213_c1_g1_i2 0 0 0
TRINITY_DN32213_c2_g2_i1 0 0 0
TRINITY_DN32213_c2_g2_i2 0 0 0
TRINITY_DN32213_c2_g2_i3 0 0 0
TRINITY_DN32213_c2_g5_i1 0 0 0
TRINITY_DN32213_c2_g6_i1 0 0 0
TRINITY_DN32213_c2_g7_i2 0 0 0
TRINITY_DN32213_c2_g7_i3 0 0 0
TRINITY_DN32213_c2_g7_i4 0 0 0
TRINITY_DN32213_c2_g7_i5 0 0 0
TRINITY_DN32213_c2_g8_i1 0 0 0
TRINITY_DN32213_c2_g8_i3 0 0 0
TRINITY_DN32213_c2_g8_i5 0 0 0
TRINITY_DN32236_c0_g1_i2 0 0 0
TRINITY_DN32236_c0_g1_i4 0 0 0
TRINITY_DN32236_c0_g1_i8 0 0 0
TRINITY_DN32236_c0_g1_i9 0 0 0
TRINITY_DN32236_c0_g1_i11 0 0 0
TRINITY_DN32236_c0_g1_i14 0 0 0
TRINITY_DN32236_c0_g1_i17 0 0 0
TRINITY_DN32236_c0_g2_i2 0 0 0
TRINITY_DN32236_c0_g5_i1 0 0 0
TRINITY_DN32236_c0_g6_i1 0 0 0
TRINITY_DN32236_c0_g9_i1 0 0 0
TRINITY_DN32236_c0_g9_i2 0 0 0
TRINITY_DN32221_c0_g2_i1 0 -1 0
TRINITY_DN32221_c0_g2_i3 0 0 0
TRINITY_DN32221_c0_g2_i4 0 0 0
TRINITY_DN32221_c0_g2_i5 0 0 0
TRINITY_DN32221_c0_g2_i6 0 0 0
TRINITY_DN32221_c0_g2_i8 0 -1 0
TRINITY_DN32221_c0_g2_i9 0 0 0
TRINITY_DN32293_c0_g1_i1 0 0 0
TRINITY_DN32293_c0_g2_i1 0 0 0
TRINITY_DN32293_c0_g2_i3 0 0 0
TRINITY_DN32293_c0_g2_i4 0 0 0
TRINITY_DN32293_c0_g2_i7 0 0 0
TRINITY_DN32293_c0_g2_i8 0 0 0
TRINITY_DN32293_c0_g2_i9 0 0 0
TRINITY_DN32227_c0_g1_i1 0 0 0
TRINITY_DN32227_c1_g1_i1 1 1 1
TRINITY_DN32227_c1_g1_i2 0 0 0
TRINITY_DN32227_c1_g1_i3 0 0 0
TRINITY_DN32212_c0_g2_i2 0 0 0
TRINITY_DN32212_c0_g3_i1 0 0 0
TRINITY_DN32212_c0_g2_i3 0 0 0
TRINITY_DN32212_c0_g2_i4 0 0 0
TRINITY_DN32212_c0_g2_i5 0 0 0
TRINITY_DN32212_c0_g1_i3 0 0 0
TRINITY_DN32212_c0_g3_i4 0 0 0
TRINITY_DN32212_c0_g2_i6 0 0 0
TRINITY_DN32212_c0_g3_i5 0 0 0
TRINITY_DN32212_c0_g1_i4 0 0 0
TRINITY_DN32212_c0_g2_i7 0 0 0
TRINITY_DN32212_c0_g3_i7 0 0 0
TRINITY_DN32212_c1_g4_i1 0 0 0
TRINITY_DN32212_c1_g4_i2 0 -1 0
TRINITY_DN32281_c0_g2_i1 0 0 0
TRINITY_DN32281_c0_g2_i2 0 0 0
TRINITY_DN32281_c0_g2_i3 0 0 0
TRINITY_DN32281_c0_g2_i4 0 0 0
TRINITY_DN32281_c0_g2_i6 0 0 0
TRINITY_DN32281_c0_g2_i7 0 0 0
TRINITY_DN32281_c0_g3_i1 0 0 0
TRINITY_DN32281_c0_g4_i1 0 0 0
TRINITY_DN32277_c0_g1_i1 1 0 0
TRINITY_DN32277_c0_g2_i1 0 0 0
TRINITY_DN32277_c0_g2_i2 0 0 0
TRINITY_DN32277_c0_g2_i3 1 0 0
TRINITY_DN32277_c0_g2_i4 0 0 0
TRINITY_DN32277_c0_g2_i5 1 0 0
TRINITY_DN32273_c0_g4_i2 0 0 0
TRINITY_DN32273_c0_g4_i3 0 0 0
TRINITY_DN32273_c0_g4_i5 0 0 0
TRINITY_DN32273_c0_g5_i1 0 0 0
TRINITY_DN32273_c0_g6_i1 1 0 0
TRINITY_DN32273_c0_g7_i1 0 0 0
TRINITY_DN32273_c0_g12_i1 -1 -1 0
TRINITY_DN32215_c0_g1_i1 0 0 0
TRINITY_DN32215_c0_g1_i2 0 0 0
TRINITY_DN32215_c0_g1_i3 0 0 0
TRINITY_DN32215_c1_g1_i2 0 0 0
TRINITY_DN32215_c1_g1_i3 0 0 0
TRINITY_DN32215_c1_g1_i4 0 0 0
TRINITY_DN32215_c1_g1_i5 0 0 0
TRINITY_DN76473_c0_g1_i1 1 0 0
TRINITY_DN76448_c0_g1_i1 1 0 0
TRINITY_DN76416_c0_g1_i1 0 0 0
TRINITY_DN76446_c0_g1_i1 0 0 0
TRINITY_DN76425_c0_g1_i1 0 0 0
TRINITY_DN76474_c0_g1_i1 -1 -1 0
TRINITY_DN76413_c0_g1_i1 0 -1 0
TRINITY_DN76437_c0_g1_i1 0 0 0
TRINITY_DN76401_c0_g1_i1 0 0 0
TRINITY_DN76439_c0_g1_i1 0 0 0
TRINITY_DN76421_c1_g1_i1 0 0 0
TRINITY_DN76419_c0_g1_i1 0 0 0
TRINITY_DN76438_c0_g1_i1 0 0 0
TRINITY_DN76452_c0_g1_i1 0 0 0
TRINITY_DN76445_c0_g1_i1 -1 0 0
TRINITY_DN76412_c0_g1_i1 1 0 0
TRINITY_DN76444_c0_g1_i1 0 0 0
TRINITY_DN76485_c0_g1_i1 0 0 0
TRINITY_DN76441_c0_g1_i1 -1 0 0
TRINITY_DN76462_c0_g1_i1 0 -1 0
TRINITY_DN76414_c0_g1_i1 0 0 0
TRINITY_DN76454_c0_g1_i1 0 1 0
TRINITY_DN79746_c0_g1_i1 0 0 0
TRINITY_DN79772_c0_g1_i1 0 0 0
TRINITY_DN79735_c0_g1_i1 0 0 0
TRINITY_DN79740_c0_g1_i1 1 1 0
TRINITY_DN79780_c0_g1_i1 0 0 0
TRINITY_DN79728_c0_g1_i1 0 0 0
TRINITY_DN79770_c0_g1_i1 1 0 0
TRINITY_DN79759_c0_g1_i1 0 0 0
TRINITY_DN79757_c0_g1_i1 0 0 0
TRINITY_DN79782_c0_g1_i1 0 0 0
TRINITY_DN79785_c0_g1_i1 0 0 0
TRINITY_DN32096_c0_g1_i1 0 0 0
TRINITY_DN32096_c0_g1_i2 0 0 0
TRINITY_DN32096_c0_g1_i3 0 0 0
TRINITY_DN32096_c0_g1_i4 0 0 0
TRINITY_DN32096_c0_g1_i5 0 0 0
TRINITY_DN32026_c0_g1_i1 0 0 0
TRINITY_DN32026_c0_g1_i4 0 0 0
TRINITY_DN32026_c0_g1_i5 0 0 0
TRINITY_DN32026_c0_g3_i1 0 0 0
TRINITY_DN32026_c0_g3_i3 0 0 0
TRINITY_DN32023_c0_g1_i1 0 0 0
TRINITY_DN32023_c0_g1_i4 0 0 0
TRINITY_DN32031_c0_g1_i3 0 0 0
TRINITY_DN32031_c0_g2_i1 0 0 0
TRINITY_DN32031_c0_g2_i2 0 0 0
TRINITY_DN32031_c0_g2_i8 0 0 0
TRINITY_DN32031_c0_g3_i1 0 0 0
TRINITY_DN32041_c0_g1_i1 0 0 0
TRINITY_DN32041_c0_g1_i2 0 0 0
TRINITY_DN32041_c0_g2_i1 0 0 0
TRINITY_DN32041_c0_g2_i2 0 0 0
TRINITY_DN32050_c0_g1_i1 -1 0 0
TRINITY_DN32050_c1_g2_i1 1 0 0
TRINITY_DN32050_c1_g4_i1 -1 0 0
TRINITY_DN32050_c1_g5_i2 1 0 0
TRINITY_DN32050_c1_g5_i3 0 0 0
TRINITY_DN32050_c1_g6_i1 1 0 0
TRINITY_DN32050_c1_g6_i2 1 0 0
TRINITY_DN32050_c1_g7_i1 -1 0 0
TRINITY_DN32050_c1_g9_i2 0 0 0
TRINITY_DN32050_c1_g8_i8 0 0 0
TRINITY_DN32050_c1_g8_i9 0 0 0
TRINITY_DN32050_c1_g8_i10 -1 0 0
TRINITY_DN32050_c1_g10_i2 1 0 0
TRINITY_DN32050_c1_g11_i1 -1 0 0
TRINITY_DN32048_c0_g1_i1 0 0 0
TRINITY_DN32048_c0_g2_i1 0 0 0
TRINITY_DN32048_c0_g2_i2 0 0 0
TRINITY_DN32048_c0_g2_i3 0 0 0
TRINITY_DN32048_c0_g2_i5 0 0 0
TRINITY_DN32048_c0_g3_i1 0 0 0
TRINITY_DN32048_c0_g2_i7 0 0 0
TRINITY_DN32048_c0_g2_i8 0 0 0
TRINITY_DN32048_c0_g3_i2 0 0 0
TRINITY_DN32048_c0_g2_i9 0 0 0
TRINITY_DN32048_c0_g2_i10 0 0 0
TRINITY_DN32048_c1_g1_i1 0 0 0
TRINITY_DN32002_c0_g1_i1 0 0 0
TRINITY_DN32002_c1_g1_i2 0 0 0
TRINITY_DN32002_c1_g6_i2 -1 0 0
TRINITY_DN32002_c1_g8_i1 0 0 0
TRINITY_DN32002_c2_g1_i1 0 0 0
TRINITY_DN32002_c2_g1_i2 0 0 0
TRINITY_DN32002_c2_g1_i3 0 0 0
TRINITY_DN32002_c2_g1_i4 0 0 0
TRINITY_DN32002_c2_g2_i1 0 0 0
TRINITY_DN32032_c0_g2_i1 0 -1 0
TRINITY_DN32032_c0_g2_i3 1 0 0
TRINITY_DN32032_c0_g2_i4 0 0 0
TRINITY_DN32032_c0_g2_i5 0 0 0
TRINITY_DN32032_c0_g2_i6 0 0 0
TRINITY_DN32032_c0_g2_i7 0 0 0
TRINITY_DN32032_c0_g2_i8 0 0 0
TRINITY_DN32032_c0_g2_i10 0 1 0
TRINITY_DN32032_c0_g2_i11 0 0 0
TRINITY_DN32032_c0_g2_i12 0 0 0
TRINITY_DN32032_c0_g2_i13 0 1 0
TRINITY_DN32032_c0_g3_i1 0 0 0
TRINITY_DN32032_c0_g2_i15 0 0 0
TRINITY_DN32032_c0_g2_i16 0 0 0
TRINITY_DN32032_c0_g3_i2 0 -1 0
TRINITY_DN32065_c0_g1_i1 0 0 0
TRINITY_DN32065_c0_g2_i1 0 0 0
TRINITY_DN32065_c0_g2_i2 0 0 0
TRINITY_DN32065_c0_g2_i3 0 0 0
TRINITY_DN32065_c0_g2_i4 0 0 0
TRINITY_DN32065_c0_g2_i5 0 0 0
TRINITY_DN32065_c0_g2_i6 0 0 0
TRINITY_DN32011_c0_g1_i1 0 0 0
TRINITY_DN32011_c0_g1_i3 0 0 0
TRINITY_DN32011_c0_g1_i5 0 0 0
TRINITY_DN32011_c0_g1_i6 0 0 0
TRINITY_DN32011_c0_g3_i1 0 0 0
TRINITY_DN32011_c0_g3_i2 0 0 0
TRINITY_DN32011_c0_g4_i1 0 0 0
TRINITY_DN32011_c0_g3_i3 0 0 0
TRINITY_DN32011_c0_g3_i5 0 0 0
TRINITY_DN32011_c0_g3_i7 0 0 0
TRINITY_DN32011_c0_g3_i8 0 0 0
TRINITY_DN32011_c0_g3_i10 0 0 0
TRINITY_DN32011_c0_g3_i11 0 0 0
TRINITY_DN32011_c0_g6_i1 0 0 0
TRINITY_DN32076_c0_g1_i1 0 0 0
TRINITY_DN32076_c0_g2_i2 0 0 0
TRINITY_DN32076_c0_g4_i1 0 0 0
TRINITY_DN32076_c0_g5_i1 0 0 0
TRINITY_DN32076_c0_g5_i2 0 0 0
TRINITY_DN32076_c0_g5_i5 0 0 0
TRINITY_DN32076_c0_g5_i6 0 0 0
TRINITY_DN32013_c0_g1_i1 0 0 0
TRINITY_DN32013_c0_g1_i2 0 0 0
TRINITY_DN32013_c0_g1_i3 0 0 0
TRINITY_DN32013_c0_g1_i4 0 0 0
TRINITY_DN32013_c0_g1_i5 0 0 0
TRINITY_DN32013_c0_g1_i7 0 0 0
TRINITY_DN32013_c0_g1_i8 0 0 0
TRINITY_DN32075_c0_g1_i1 0 0 0
TRINITY_DN32075_c1_g1_i3 0 0 0
TRINITY_DN32075_c1_g1_i4 0 0 0
TRINITY_DN32075_c1_g1_i6 0 0 0
TRINITY_DN32075_c1_g2_i1 0 0 0
TRINITY_DN32075_c1_g3_i1 0 0 0
TRINITY_DN32075_c1_g2_i2 0 0 0
TRINITY_DN32075_c1_g2_i3 0 0 0
TRINITY_DN32075_c1_g4_i1 0 0 0
TRINITY_DN32089_c0_g1_i1 -1 -1 0
TRINITY_DN32040_c0_g1_i1 0 0 0
TRINITY_DN32040_c1_g1_i1 0 0 0
TRINITY_DN32040_c1_g1_i2 0 0 0
TRINITY_DN32040_c1_g2_i1 0 0 0
TRINITY_DN32040_c1_g2_i2 0 0 0
TRINITY_DN32003_c0_g4_i1 0 0 0
TRINITY_DN32003_c0_g4_i3 0 0 0
TRINITY_DN32039_c0_g1_i1 0 0 0
TRINITY_DN32039_c0_g2_i1 0 0 0
TRINITY_DN32039_c0_g2_i2 0 0 0
TRINITY_DN32039_c0_g2_i3 0 0 0
TRINITY_DN32039_c0_g4_i1 0 0 0
TRINITY_DN32025_c2_g1_i3 0 0 0
TRINITY_DN32025_c2_g1_i4 0 0 0
TRINITY_DN32025_c2_g2_i1 0 0 0
TRINITY_DN32025_c2_g1_i7 0 0 0
TRINITY_DN32025_c2_g1_i9 -1 -1 0
TRINITY_DN32025_c2_g1_i10 0 -1 0
TRINITY_DN32025_c2_g1_i13 0 0 0
TRINITY_DN32025_c2_g1_i15 0 0 0
TRINITY_DN32025_c2_g3_i1 0 0 0
TRINITY_DN32025_c2_g5_i1 0 -1 0
TRINITY_DN32025_c2_g6_i1 0 0 0
TRINITY_DN32025_c2_g8_i1 0 0 0
TRINITY_DN32025_c2_g9_i1 0 0 0
TRINITY_DN32025_c2_g13_i1 0 0 0
TRINITY_DN32025_c2_g13_i2 0 0 0
TRINITY_DN32025_c2_g14_i1 1 0 0
TRINITY_DN32025_c2_g16_i1 0 0 0
TRINITY_DN32025_c2_g17_i1 0 -1 0
TRINITY_DN32025_c2_g18_i1 0 -1 0
TRINITY_DN32071_c2_g1_i1 0 0 0
TRINITY_DN32071_c2_g1_i2 0 0 0
TRINITY_DN32071_c3_g1_i1 0 0 0
TRINITY_DN32071_c3_g1_i3 0 0 0
TRINITY_DN32071_c3_g1_i4 0 0 0
TRINITY_DN32071_c3_g2_i1 0 0 0
TRINITY_DN32071_c3_g3_i1 0 0 0
TRINITY_DN32071_c3_g1_i5 -1 -1 0
TRINITY_DN32071_c3_g3_i2 0 0 0
TRINITY_DN32071_c3_g1_i6 0 0 0
TRINITY_DN32060_c0_g3_i1 0 0 0
TRINITY_DN32060_c0_g4_i1 0 0 0
TRINITY_DN32060_c0_g4_i2 0 0 0
TRINITY_DN32060_c1_g1_i2 0 0 0
TRINITY_DN32060_c1_g3_i1 0 0 0
TRINITY_DN32062_c0_g1_i1 -1 -1 0
TRINITY_DN32062_c1_g1_i1 0 -1 0
TRINITY_DN32062_c1_g1_i2 0 0 0
TRINITY_DN32062_c1_g1_i3 0 -1 0
TRINITY_DN32062_c1_g1_i4 0 -1 0
TRINITY_DN32062_c1_g1_i5 0 -1 0
TRINITY_DN32062_c1_g1_i6 1 0 0
TRINITY_DN32062_c1_g1_i7 0 0 0
TRINITY_DN32062_c1_g2_i1 0 0 0
TRINITY_DN32062_c2_g1_i1 0 -1 0
TRINITY_DN32062_c2_g2_i1 1 1 0
TRINITY_DN32062_c2_g3_i1 0 0 0
TRINITY_DN32062_c2_g3_i4 0 0 0
TRINITY_DN32062_c2_g3_i6 0 0 0
TRINITY_DN32062_c2_g4_i3 1 0 0
TRINITY_DN32062_c2_g4_i4 0 0 0
TRINITY_DN32062_c2_g4_i6 0 0 0
TRINITY_DN32062_c2_g4_i8 1 0 0
TRINITY_DN32062_c2_g4_i9 1 0 0
TRINITY_DN32014_c0_g3_i4 0 0 0
TRINITY_DN32014_c0_g3_i8 1 0 0
TRINITY_DN32085_c1_g1_i1 0 -1 0
TRINITY_DN32085_c1_g1_i2 0 0 0
TRINITY_DN32085_c2_g1_i2 -1 0 0
TRINITY_DN32085_c2_g2_i1 0 0 0
TRINITY_DN32033_c0_g3_i1 0 0 0
TRINITY_DN32033_c0_g3_i2 0 0 0
TRINITY_DN32033_c0_g3_i3 0 0 0
TRINITY_DN32033_c0_g3_i4 0 0 0
TRINITY_DN32033_c0_g3_i5 0 0 0
TRINITY_DN32033_c0_g3_i6 0 0 0
TRINITY_DN32033_c0_g3_i7 0 0 0
TRINITY_DN32033_c0_g5_i1 0 0 0
TRINITY_DN32033_c0_g5_i2 0 0 0
TRINITY_DN32033_c0_g6_i1 0 0 0
TRINITY_DN32033_c0_g6_i2 0 0 0
TRINITY_DN32033_c0_g6_i3 0 0 0
